Unnamed: 0,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
339,SOTCB,HI,2015,8360.0,Hawaii,19.78103679676448,16.0,1033143.0
340,TEPRB,HI,2015,24957.0,Hawaii,19.78103679676448,16.0,1033143.0
341,TETCB,HI,2015,298992.0,Hawaii,19.78103679676448,16.0,1033143.0
342,WDEXB,HI,2015,0.0,Hawaii,19.78103679676448,16.0,1033143.0
343,WDPRB,HI,2015,38.0,Hawaii,19.78103679676448,16.0,1033143.0
344,WDTCB,HI,2015,38.0,Hawaii,19.78103679676448,16.0,1033143.0
345,WSTCB,HI,2015,7182.0,Hawaii,19.78103679676448,16.0,1033143.0
346,WWPRB,HI,2015,7220.0,Hawaii,19.78103679676448,16.0,1033143.0
347,WYTCB,HI,2015,5710.0,Hawaii,19.78103679676448,16.0,1033143.0
348,BDFDB,IA,2015,31304.0,Iowa,77.41573961288532,198.0,5552396.0
349,BDPRP,IA,2015,5762.0,Iowa,77.41573961288532,198.0,5552396.0
350,BFFDB,IA,2015,568234.0,Iowa,77.41573961288532,198.0,5552396.0
351,BFPRP,IA,2015,99820.0,Iowa,77.41573961288532,198.0,5552396.0
352,CLPRB,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
353,CLPRK,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
354,CLPRP,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
355,COPRK,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
356,EMFDB,IA,2015,536929.0,Iowa,77.41573961288532,198.0,5552396.0
357,ENPRP,IA,2015,94058.0,Iowa,77.41573961288532,198.0,5552396.0
358,GETCB,IA,2015,1281.0,Iowa,77.41573961288532,198.0,5552396.0
359,HYTCB,IA,2015,8948.0,Iowa,77.41573961288532,198.0,5552396.0
360,NCPRB,IA,2015,177203.0,Iowa,77.41573961288532,198.0,5552396.0
361,NGMPB,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
362,NGMPK,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
363,NGMPP,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
364,NUETB,IA,2015,54836.0,Iowa,77.41573961288532,198.0,5552396.0
365,PAPRB,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
366,PAPRP,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
367,REPRB,IA,2015,766862.0,Iowa,77.41573961288532,198.0,5552396.0
368,SOTCB,IA,2015,419.0,Iowa,77.41573961288532,198.0,5552396.0
369,TEPRB,IA,2015,821698.0,Iowa,77.41573961288532,198.0,5552396.0
370,TETCB,IA,2015,1507520.0,Iowa,77.41573961288532,198.0,5552396.0
371,WDEXB,IA,2015,0.0,Iowa,77.41573961288532,198.0,5552396.0
372,WDPRB,IA,2015,6967.0,Iowa,77.41573961288532,198.0,5552396.0
373,WDTCB,IA,2015,6967.0,Iowa,77.41573961288532,198.0,5552396.0
374,WSTCB,IA,2015,14458.0,Iowa,77.41573961288532,198.0,5552396.0
375,WWPRB,IA,2015,21425.0,Iowa,77.41573961288532,198.0,5552396.0
376,WYTCB,IA,2015,166555.0,Iowa,77.41573961288532,198.0,5552396.0
377,BDFDB,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
378,BDPRP,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
379,BFFDB,ID,2015,8871.0,Idaho,18.0359139413253,108.0,1895904.0
380,BFPRP,ID,2015,1554.0,Idaho,18.0359139413253,108.0,1895904.0
381,CLPRB,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
382,CLPRK,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
383,CLPRP,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
384,COPRK,ID,2015,5.717,Idaho,18.0359139413253,108.0,1895904.0
385,EMFDB,ID,2015,8871.0,Idaho,18.0359139413253,108.0,1895904.0
386,ENPRP,ID,2015,1554.0,Idaho,18.0359139413253,108.0,1895904.0
387,GETCB,ID,2015,2207.0,Idaho,18.0359139413253,108.0,1895904.0
388,HYTCB,ID,2015,81603.0,Idaho,18.0359139413253,108.0,1895904.0
389,NCPRB,ID,2015,105046.0,Idaho,18.0359139413253,108.0,1895904.0
390,NGMPB,ID,2015,1192.0,Idaho,18.0359139413253,108.0,1895904.0
391,NGMPK,ID,2015,1.106,Idaho,18.0359139413253,108.0,1895904.0
392,NGMPP,ID,2015,1078.0,Idaho,18.0359139413253,108.0,1895904.0
393,NUETB,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
394,PAPRB,ID,2015,172.0,Idaho,18.0359139413253,108.0,1895904.0
395,PAPRP,ID,2015,30.0,Idaho,18.0359139413253,108.0,1895904.0
396,REPRB,ID,2015,153503.0,Idaho,18.0359139413253,108.0,1895904.0
397,SOTCB,ID,2015,81.0,Idaho,18.0359139413253,108.0,1895904.0
398,TEPRB,ID,2015,154866.0,Idaho,18.0359139413253,108.0,1895904.0
399,TETCB,ID,2015,540252.0,Idaho,18.0359139413253,108.0,1895904.0
400,WDEXB,ID,2015,0.0,Idaho,18.0359139413253,108.0,1895904.0
401,WDPRB,ID,2015,32130.0,Idaho,18.0359139413253,108.0,1895904.0
402,WDTCB,ID,2015,32130.0,Idaho,18.0359139413253,108.0,1895904.0
403,WSTCB,ID,2015,7455.0,Idaho,18.0359139413253,108.0,1895904.0
404,WWPRB,ID,2015,39585.0,Idaho,18.0359139413253,108.0,1895904.0
405,WYTCB,ID,2015,21156.0,Idaho,18.0359139413253,108.0,1895904.0
406,BDFDB,IL,2015,19087.0,Illinois,219.1576809827509,57.0,2533998.0
407,BDPRP,IL,2015,3513.0,Illinois,219.1576809827509,57.0,2533998.0
408,BFFDB,IL,2015,230655.0,Illinois,219.1576809827509,57.0,2533998.0
409,BFPRP,IL,2015,40575.0,Illinois,219.1576809827509,57.0,2533998.0
410,CLPRB,IL,2015,1252879.0,Illinois,219.1576809827509,57.0,2533998.0
411,CLPRK,IL,2015,22.282,Illinois,219.1576809827509,57.0,2533998.0
412,CLPRP,IL,2015,56227.0,Illinois,219.1576809827509,57.0,2533998.0
413,COPRK,IL,2015,5.717,Illinois,219.1576809827509,57.0,2533998.0
414,EMFDB,IL,2015,211568.0,Illinois,219.1576809827509,57.0,2533998.0
415,ENPRP,IL,2015,37062.0,Illinois,219.1576809827509,57.0,2533998.0
416,GETCB,IL,2015,2042.0,Illinois,219.1576809827509,57.0,2533998.0
417,HYTCB,IL,2015,1160.0,Illinois,219.1576809827509,57.0,2533998.0
418,NCPRB,IL,2015,105293.0,Illinois,219.1576809827509,57.0,2533998.0
419,NGMPB,IL,2015,2210.0,Illinois,219.1576809827509,57.0,2533998.0
420,NGMPK,IL,2015,1.062,Illinois,219.1576809827509,57.0,2533998.0
421,NGMPP,IL,2015,2080.0,Illinois,219.1576809827509,57.0,2533998.0
422,NUETB,IL,2015,1017377.0,Illinois,219.1576809827509,57.0,2533998.0
423,PAPRB,IL,2015,54426.0,Illinois,219.1576809827509,57.0,2533998.0
424,PAPRP,IL,2015,9520.0,Illinois,219.1576809827509,57.0,2533998.0
425,REPRB,IL,2015,355359.0,Illinois,219.1576809827509,57.0,2533998.0
426,SOTCB,IL,2015,1938.0,Illinois,219.1576809827509,57.0,2533998.0
427,TEPRB,IL,2015,2682250.0,Illinois,219.1576809827509,57.0,2533998.0
428,TETCB,IL,2015,3920125.0,Illinois,219.1576809827509,57.0,2533998.0
429,WDEXB,IL,2015,0.0,Illinois,219.1576809827509,57.0,2533998.0
430,WDPRB,IL,2015,8185.0,Illinois,219.1576809827509,57.0,2533998.0
431,WDTCB,IL,2015,8185.0,Illinois,219.1576809827509,57.0,2533998.0
432,WSTCB,IL,2015,11225.0,Illinois,219.1576809827509,57.0,2533998.0
433,WWPRB,IL,2015,19411.0,Illinois,219.1576809827509,57.0,2533998.0
434,WYTCB,IL,2015,100154.0,Illinois,219.1576809827509,57.0,2533998.0
435,BDFDB,IN,2015,11841.0,Indiana,187.233514227921,68.0,2525723.0
436,BDPRP,IN,2015,2179.0,Indiana,187.233514227921,68.0,2525723.0
437,BFFDB,IN,2015,155552.0,Indiana,187.233514227921,68.0,2525723.0
438,BFPRP,IN,2015,27354.0,Indiana,187.233514227921,68.0,2525723.0
439,CLPRB,IN,2015,776493.0,Indiana,187.233514227921,68.0,2525723.0
440,CLPRK,IN,2015,22.641,Indiana,187.233514227921,68.0,2525723.0
441,CLPRP,IN,2015,34295.0,Indiana,187.233514227921,68.0,2525723.0
442,COPRK,IN,2015,5.717,Indiana,187.233514227921,68.0,2525723.0
443,EMFDB,IN,2015,143711.0,Indiana,187.233514227921,68.0,2525723.0
444,ENPRP,IN,2015,25175.0,Indiana,187.233514227921,68.0,2525723.0
445,GETCB,IN,2015,4647.0,Indiana,187.233514227921,68.0,2525723.0
446,HYTCB,IN,2015,3553.0,Indiana,187.233514227921,68.0,2525723.0
447,NCPRB,IN,2015,51990.0,Indiana,187.233514227921,68.0,2525723.0
448,NGMPB,IN,2015,7446.0,Indiana,187.233514227921,68.0,2525723.0
449,NGMPK,IN,2015,1.027,Indiana,187.233514227921,68.0,2525723.0
450,NGMPP,IN,2015,7250.0,Indiana,187.233514227921,68.0,2525723.0
451,NUETB,IN,2015,0.0,Indiana,187.233514227921,68.0,2525723.0
452,PAPRB,IN,2015,12686.0,Indiana,187.233514227921,68.0,2525723.0
453,PAPRP,IN,2015,2219.0,Indiana,187.233514227921,68.0,2525723.0
454,REPRB,IN,2015,242141.0,Indiana,187.233514227921,68.0,2525723.0
455,SOTCB,IN,2015,1714.0,Indiana,187.233514227921,68.0,2525723.0
456,TEPRB,IN,2015,1038766.0,Indiana,187.233514227921,68.0,2525723.0
457,TETCB,IN,2015,2826490.0,Indiana,187.233514227921,68.0,2525723.0
458,WDEXB,IN,2015,0.0,Indiana,187.233514227921,68.0,2525723.0
459,WDPRB,IN,2015,18061.0,Indiana,187.233514227921,68.0,2525723.0
460,WDTCB,IN,2015,18061.0,Indiana,187.233514227921,68.0,2525723.0
461,WSTCB,IN,2015,16538.0,Indiana,187.233514227921,68.0,2525723.0
462,WWPRB,IN,2015,34599.0,Indiana,187.233514227921,68.0,2525723.0
463,WYTCB,IN,2015,42077.0,Indiana,187.233514227921,68.0,2525723.0
464,BDFDB,KS,2015,288.0,Kansas,64.51256022843656,120.0,2548830.0
465,BDPRP,KS,2015,53.0,Kansas,64.51256022843656,120.0,2548830.0
466,BFFDB,KS,2015,66484.0,Kansas,64.51256022843656,120.0,2548830.0
467,BFPRP,KS,2015,11649.0,Kansas,64.51256022843656,120.0,2548830.0
468,CLPRB,KS,2015,4387.0,Kansas,64.51256022843656,120.0,2548830.0
469,CLPRK,KS,2015,22.026,Kansas,64.51256022843656,120.0,2548830.0
470,CLPRP,KS,2015,199.0,Kansas,64.51256022843656,120.0,2548830.0
471,COPRK,KS,2015,5.717,Kansas,64.51256022843656,120.0,2548830.0
472,EMFDB,KS,2015,66196.0,Kansas,64.51256022843656,120.0,2548830.0
473,ENPRP,KS,2015,11596.0,Kansas,64.51256022843656,120.0,2548830.0
474,GETCB,KS,2015,974.0,Kansas,64.51256022843656,120.0,2548830.0
475,HYTCB,KS,2015,177.0,Kansas,64.51256022843656,120.0,2548830.0
476,NCPRB,KS,2015,103733.0,Kansas,64.51256022843656,120.0,2548830.0
477,NGMPB,KS,2015,318548.0,Kansas,64.51256022843656,120.0,2548830.0
478,NGMPK,KS,2015,1.121,Kansas,64.51256022843656,120.0,2548830.0
479,NGMPP,KS,2015,284184.0,Kansas,64.51256022843656,120.0,2548830.0
480,NUETB,KS,2015,90254.0,Kansas,64.51256022843656,120.0,2548830.0
481,PAPRB,KS,2015,260015.0,Kansas,64.51256022843656,120.0,2548830.0
482,PAPRP,KS,2015,45481.0,Kansas,64.51256022843656,120.0,2548830.0
483,REPRB,KS,2015,177374.0,Kansas,64.51256022843656,120.0,2548830.0
484,SOTCB,KS,2015,87.0,Kansas,64.51256022843656,120.0,2548830.0
485,TEPRB,KS,2015,850580.0,Kansas,64.51256022843656,120.0,2548830.0
486,TETCB,KS,2015,1101677.0,Kansas,64.51256022843656,120.0,2548830.0
487,WDEXB,KS,2015,0.0,Kansas,64.51256022843656,120.0,2548830.0
488,WDPRB,KS,2015,4487.0,Kansas,64.51256022843656,120.0,2548830.0
489,WDTCB,KS,2015,4487.0,Kansas,64.51256022843656,120.0,2548830.0
490,WSTCB,KS,2015,2671.0,Kansas,64.51256022843656,120.0,2548830.0
491,WWPRB,KS,2015,7158.0,Kansas,64.51256022843656,120.0,2548830.0
492,WYTCB,KS,2015,102495.0,Kansas,64.51256022843656,120.0,2548830.0
493,BDFDB,KY,2015,4524.0,Kentucky,131.34296970926,129.0,315635700.0
494,BDPRP,KY,2015,833.0,Kentucky,131.34296970926,129.0,315635700.0
495,BFFDB,KY,2015,8246.0,Kentucky,131.34296970926,129.0,315635700.0
496,BFPRP,KY,2015,1485.0,Kentucky,131.34296970926,129.0,315635700.0
497,CLPRB,KY,2015,1486019.0,Kentucky,131.34296970926,129.0,315635700.0
498,CLPRK,KY,2015,24.189,Kentucky,131.34296970926,129.0,315635700.0
499,CLPRP,KY,2015,61434.0,Kentucky,131.34296970926,129.0,315635700.0
500,COPRK,KY,2015,5.717,Kentucky,131.34296970926,129.0,315635700.0
501,EMFDB,KY,2015,3723.0,Kentucky,131.34296970926,129.0,315635700.0
502,ENPRP,KY,2015,652.0,Kentucky,131.34296970926,129.0,315635700.0
503,GETCB,KY,2015,2712.0,Kentucky,131.34296970926,129.0,315635700.0
504,HYTCB,KY,2015,31717.0,Kentucky,131.34296970926,129.0,315635700.0
505,NCPRB,KY,2015,34627.0,Kentucky,131.34296970926,129.0,315635700.0
506,NGMPB,KY,2015,108080.0,Kentucky,131.34296970926,129.0,315635700.0
507,NGMPK,KY,2015,1.127,Kentucky,131.34296970926,129.0,315635700.0
508,NGMPP,KY,2015,95907.0,Kentucky,131.34296970926,129.0,315635700.0
509,NUETB,KY,2015,0.0,Kentucky,131.34296970926,129.0,315635700.0
510,PAPRB,KY,2015,16362.0,Kentucky,131.34296970926,129.0,315635700.0
511,PAPRP,KY,2015,2862.0,Kentucky,131.34296970926,129.0,315635700.0
512,REPRB,KY,2015,75319.0,Kentucky,131.34296970926,129.0,315635700.0
513,SOTCB,KY,2015,198.0,Kentucky,131.34296970926,129.0,315635700.0
514,TEPRB,KY,2015,1685780.0,Kentucky,131.34296970926,129.0,315635700.0
515,TETCB,KY,2015,1730308.0,Kentucky,131.34296970926,129.0,315635700.0
516,WDEXB,KY,2015,0.0,Kentucky,131.34296970926,129.0,315635700.0
517,WDPRB,KY,2015,30971.0,Kentucky,131.34296970926,129.0,315635700.0
518,WDTCB,KY,2015,30971.0,Kentucky,131.34296970926,129.0,315635700.0
519,WSTCB,KY,2015,1475.0,Kentucky,131.34296970926,129.0,315635700.0
520,WWPRB,KY,2015,32445.0,Kentucky,131.34296970926,129.0,315635700.0
521,WYTCB,KY,2015,0.0,Kentucky,131.34296970926,129.0,315635700.0
522,BDFDB,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
523,BDPRP,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
524,BFFDB,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
525,BFPRP,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
526,CLPRB,LA,2015,46879.0,Louisiana,185.5592561429449,61.0,2312261.0
527,CLPRK,LA,2015,13.633,Louisiana,185.5592561429449,61.0,2312261.0
528,CLPRP,LA,2015,3439.0,Louisiana,185.5592561429449,61.0,2312261.0
529,COPRK,LA,2015,5.717,Louisiana,185.5592561429449,61.0,2312261.0
530,EMFDB,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
531,ENPRP,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
532,GETCB,LA,2015,1842.0,Louisiana,185.5592561429449,61.0,2312261.0
533,HYTCB,LA,2015,9310.0,Louisiana,185.5592561429449,61.0,2312261.0
534,NCPRB,LA,2015,12672.0,Louisiana,185.5592561429449,61.0,2312261.0
535,NGMPB,LA,2015,1916410.0,Louisiana,185.5592561429449,61.0,2312261.0
536,NGMPK,LA,2015,1.062,Louisiana,185.5592561429449,61.0,2312261.0
537,NGMPP,LA,2015,1805197.0,Louisiana,185.5592561429449,61.0,2312261.0
538,NUETB,LA,2015,160015.0,Louisiana,185.5592561429449,61.0,2312261.0
539,PAPRB,LA,2015,364396.0,Louisiana,185.5592561429449,61.0,2312261.0
540,PAPRP,LA,2015,63739.0,Louisiana,185.5592561429449,61.0,2312261.0
541,REPRB,LA,2015,132249.0,Louisiana,185.5592561429449,61.0,2312261.0
542,SOTCB,LA,2015,1521.0,Louisiana,185.5592561429449,61.0,2312261.0
543,TEPRB,LA,2015,2619950.0,Louisiana,185.5592561429449,61.0,2312261.0
544,TETCB,LA,2015,3911919.0,Louisiana,185.5592561429449,61.0,2312261.0
545,WDEXB,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
546,WDPRB,LA,2015,106587.0,Louisiana,185.5592561429449,61.0,2312261.0
547,WDTCB,LA,2015,106587.0,Louisiana,185.5592561429449,61.0,2312261.0
548,WSTCB,LA,2015,12990.0,Louisiana,185.5592561429449,61.0,2312261.0
549,WWPRB,LA,2015,119577.0,Louisiana,185.5592561429449,61.0,2312261.0
550,WYTCB,LA,2015,0.0,Louisiana,185.5592561429449,61.0,2312261.0
551,BDFDB,MA,2015,36.0,Massachusetts,66.7465216800646,34.0,4240538.0
552,BDPRP,MA,2015,7.0,Massachusetts,66.7465216800646,34.0,4240538.0
553,BFFDB,MA,2015,36.0,Massachusetts,66.7465216800646,34.0,4240538.0
554,BFPRP,MA,2015,7.0,Massachusetts,66.7465216800646,34.0,4240538.0
555,CLPRB,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
556,CLPRK,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
557,CLPRP,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
558,COPRK,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
559,EMFDB,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
560,ENPRP,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
561,GETCB,MA,2015,859.0,Massachusetts,66.7465216800646,34.0,4240538.0
562,HYTCB,MA,2015,7709.0,Massachusetts,66.7465216800646,34.0,4240538.0
563,NCPRB,MA,2015,23103.0,Massachusetts,66.7465216800646,34.0,4240538.0
564,NGMPB,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
565,NGMPK,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
566,NGMPP,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
567,NUETB,MA,2015,52236.0,Massachusetts,66.7465216800646,34.0,4240538.0
568,PAPRB,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
569,PAPRP,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
570,REPRB,MA,2015,62787.0,Massachusetts,66.7465216800646,34.0,4240538.0
571,SOTCB,MA,2015,12535.0,Massachusetts,66.7465216800646,34.0,4240538.0
572,TEPRB,MA,2015,115022.0,Massachusetts,66.7465216800646,34.0,4240538.0
573,TETCB,MA,2015,1468270.0,Massachusetts,66.7465216800646,34.0,4240538.0
574,WDEXB,MA,2015,0.0,Massachusetts,66.7465216800646,34.0,4240538.0
575,WDPRB,MA,2015,20876.0,Massachusetts,66.7465216800646,34.0,4240538.0
576,WDTCB,MA,2015,20876.0,Massachusetts,66.7465216800646,34.0,4240538.0
577,WSTCB,MA,2015,18772.0,Massachusetts,66.7465216800646,34.0,4240538.0
578,WWPRB,MA,2015,39648.0,Massachusetts,66.7465216800646,34.0,4240538.0
579,WYTCB,MA,2015,2000.0,Massachusetts,66.7465216800646,34.0,4240538.0
580,BDFDB,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
581,BDPRP,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
582,BFFDB,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
583,BFPRP,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
584,CLPRB,MD,2015,45587.0,Maryland,62.28032684056247,100.0,1890491.0
585,CLPRK,MD,2015,23.72,Maryland,62.28032684056247,100.0,1890491.0
586,CLPRP,MD,2015,1922.0,Maryland,62.28032684056247,100.0,1890491.0
587,COPRK,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
588,EMFDB,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
589,ENPRP,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
590,GETCB,MD,2015,570.0,Maryland,62.28032684056247,100.0,1890491.0
591,HYTCB,MD,2015,15127.0,Maryland,62.28032684056247,100.0,1890491.0
592,NCPRB,MD,2015,24122.0,Maryland,62.28032684056247,100.0,1890491.0
593,NGMPB,MD,2015,40.0,Maryland,62.28032684056247,100.0,1890491.0
594,NGMPK,MD,2015,1.055,Maryland,62.28032684056247,100.0,1890491.0
595,NGMPP,MD,2015,38.0,Maryland,62.28032684056247,100.0,1890491.0
596,NUETB,MD,2015,153140.0,Maryland,62.28032684056247,100.0,1890491.0
597,PAPRB,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
598,PAPRP,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
599,REPRB,MD,2015,47614.0,Maryland,62.28032684056247,100.0,1890491.0
600,SOTCB,MD,2015,4375.0,Maryland,62.28032684056247,100.0,1890491.0
601,TEPRB,MD,2015,246381.0,Maryland,62.28032684056247,100.0,1890491.0
602,TETCB,MD,2015,1424201.0,Maryland,62.28032684056247,100.0,1890491.0
603,WDEXB,MD,2015,0.0,Maryland,62.28032684056247,100.0,1890491.0
604,WDPRB,MD,2015,14425.0,Maryland,62.28032684056247,100.0,1890491.0
605,WDTCB,MD,2015,14425.0,Maryland,62.28032684056247,100.0,1890491.0
606,WSTCB,MD,2015,9067.0,Maryland,62.28032684056247,100.0,1890491.0
607,WWPRB,MD,2015,23492.0,Maryland,62.28032684056247,100.0,1890491.0
608,WYTCB,MD,2015,4050.0,Maryland,62.28032684056247,100.0,1890491.0
609,BDFDB,ME,2015,43.0,Maine,16.67908857104457,74.0,2818563.0
610,BDPRP,ME,2015,8.0,Maine,16.67908857104457,74.0,2818563.0
611,BFFDB,ME,2015,43.0,Maine,16.67908857104457,74.0,2818563.0
612,BFPRP,ME,2015,8.0,Maine,16.67908857104457,74.0,2818563.0
613,CLPRB,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
614,CLPRK,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
615,CLPRP,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
616,COPRK,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
617,EMFDB,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
618,ENPRP,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
619,GETCB,ME,2015,72.0,Maine,16.67908857104457,74.0,2818563.0
620,HYTCB,ME,2015,31317.0,Maine,16.67908857104457,74.0,2818563.0
621,NCPRB,ME,2015,43787.0,Maine,16.67908857104457,74.0,2818563.0
622,NGMPB,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
623,NGMPK,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
624,NGMPP,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
625,NUETB,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
626,PAPRB,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
627,PAPRP,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
628,REPRB,ME,2015,161418.0,Maine,16.67908857104457,74.0,2818563.0
629,SOTCB,ME,2015,323.0,Maine,16.67908857104457,74.0,2818563.0
630,TEPRB,ME,2015,161418.0,Maine,16.67908857104457,74.0,2818563.0
631,TETCB,ME,2015,424754.0,Maine,16.67908857104457,74.0,2818563.0
632,WDEXB,ME,2015,0.0,Maine,16.67908857104457,74.0,2818563.0
633,WDPRB,ME,2015,113815.0,Maine,16.67908857104457,74.0,2818563.0
634,WDTCB,ME,2015,113815.0,Maine,16.67908857104457,74.0,2818563.0
635,WSTCB,ME,2015,3773.0,Maine,16.67908857104457,74.0,2818563.0
636,WWPRB,ME,2015,117588.0,Maine,16.67908857104457,74.0,2818563.0
637,WYTCB,ME,2015,12075.0,Maine,16.67908857104457,74.0,2818563.0
638,BDFDB,MI,2015,712.0,Michigan,164.45562311224,76.0,3049845.0
639,BDPRP,MI,2015,131.0,Michigan,164.45562311224,76.0,3049845.0
640,BFFDB,MI,2015,39033.0,Michigan,164.45562311224,76.0,3049845.0
641,BFPRP,MI,2015,6844.0,Michigan,164.45562311224,76.0,3049845.0
642,CLPRB,MI,2015,0.0,Michigan,164.45562311224,76.0,3049845.0
643,CLPRK,MI,2015,0.0,Michigan,164.45562311224,76.0,3049845.0
644,CLPRP,MI,2015,0.0,Michigan,164.45562311224,76.0,3049845.0
645,COPRK,MI,2015,5.717,Michigan,164.45562311224,76.0,3049845.0
646,EMFDB,MI,2015,38321.0,Michigan,164.45562311224,76.0,3049845.0
647,ENPRP,MI,2015,6713.0,Michigan,164.45562311224,76.0,3049845.0
648,GETCB,MI,2015,5193.0,Michigan,164.45562311224,76.0,3049845.0
649,HYTCB,MI,2015,13971.0,Michigan,164.45562311224,76.0,3049845.0
650,NCPRB,MI,2015,64720.0,Michigan,164.45562311224,76.0,3049845.0
651,NGMPB,MI,2015,114061.0,Michigan,164.45562311224,76.0,3049845.0
652,NGMPK,MI,2015,1.059,Michigan,164.45562311224,76.0,3049845.0
653,NGMPP,MI,2015,107664.0,Michigan,164.45562311224,76.0,3049845.0
654,NUETB,MI,2015,306773.0,Michigan,164.45562311224,76.0,3049845.0
655,PAPRB,MI,2015,37504.0,Michigan,164.45562311224,76.0,3049845.0
656,PAPRP,MI,2015,6560.0,Michigan,164.45562311224,76.0,3049845.0
657,REPRB,MI,2015,223234.0,Michigan,164.45562311224,76.0,3049845.0
658,SOTCB,MI,2015,853.0,Michigan,164.45562311224,76.0,3049845.0
659,TEPRB,MI,2015,681571.0,Michigan,164.45562311224,76.0,3049845.0
660,TETCB,MI,2015,2826679.0,Michigan,164.45562311224,76.0,3049845.0
661,WDEXB,MI,2015,0.0,Michigan,164.45562311224,76.0,3049845.0
662,WDPRB,MI,2015,98215.0,Michigan,164.45562311224,76.0,3049845.0
663,WDTCB,MI,2015,98215.0,Michigan,164.45562311224,76.0,3049845.0
664,WSTCB,MI,2015,21266.0,Michigan,164.45562311224,76.0,3049845.0
665,WWPRB,MI,2015,119481.0,Michigan,164.45562311224,76.0,3049845.0
666,WYTCB,MI,2015,44702.0,Michigan,164.45562311224,76.0,3049845.0
667,BDFDB,MN,2015,7761.0,Minnesota,89.3309991483781,119.0,3292766.0
668,BDPRP,MN,2015,1429.0,Minnesota,89.3309991483781,119.0,3292766.0
669,BFFDB,MN,2015,165989.0,Minnesota,89.3309991483781,119.0,3292766.0
670,BFPRP,MN,2015,29147.0,Minnesota,89.3309991483781,119.0,3292766.0
671,CLPRB,MN,2015,0.0,Minnesota,89.3309991483781,119.0,3292766.0
672,CLPRK,MN,2015,0.0,Minnesota,89.3309991483781,119.0,3292766.0
673,CLPRP,MN,2015,0.0,Minnesota,89.3309991483781,119.0,3292766.0
